,Country,Universities Names,University Place
1355, USA,"Southern Nazarene University, Bethany","Oklahoma, USA"
1356, USA,"Endicott College, Beverly","Massachusetts, USA"
1357, USA,"Montana State University, Billings","Montana, USA"
1358, USA,"Bluffton University, Bluffton","Ohio, USA"
1359, USA,"Wheelock College of Education & Human Development, Boston","Massachusetts, USA"
1360, USA,"Boston Architectural College, Boston","Massachusetts, USA"
1361, USA,"Fisher College, Boston","Massachusetts, USA"
1362, USA,"Cambridge College, Boston","Massachusetts, USA"
1363, USA,"Naropa University, Boulder","Colorado, USA"
1364, USA,"Bowie State University, Bowie","Maryland, USA"
1365, USA,"Bridgewater State University, Bridgewater","Massachusetts, USA"
1366, USA,"Monroe College, Bronx","New York, USA"
1367, USA,"Brooklyn Law School, Brooklyn","New York, USA"
1368, USA,"New York City College of Technology, Brooklyn","New York, USA"
1369, USA,"Long Island University Post, Greenvale","New York, USA"
1370, USA,"Southern Virginia University, Buena Vista","Virginia, USA"
1371, USA,"Buffalo State, Buffalo","New York, USA"
1372, USA,"Niagara University, Niagara University","New York, USA"
1373, USA,"D'Youville College, Buffalo","New York, USA"
1374, USA,"New York Film Academy, Burbank","California, USA"
1375, USA,"Champlain College, Burlington","Vermont, USA"
1376, USA,"Slippery Rock University, Slippery Rock","Pennsylvania, USA"
1377, USA,"California University of Pennsylvania, California","Pennsylvania, USA"
1378, USA,"California State University - Channel Islands, Camarillo","California, USA"
1379, USA,"Hult International Business School, Cambridge","Massachusetts, USA"
1380, USA,"Longy School of Music, Cambridge","Massachusetts, USA"
1381, USA,"Southeast Missouri State University, Cape Girardeau","Missouri, USA"
1382, USA,"Castleton University, Castleton","Vermont, USA"
1383, USA,"Southern Utah University, Cedar City","Utah, USA"
1384, USA,"American Public University, Charles Town","West Virginia, USA"
1385, USA,"Eastern Illinois University, Charleston","Illinois, USA"
1386, USA,"University of Wisconsin, Whitewater","Wisconsin, USA"
1387, USA,"Eastern Washington University, Cheney","Washington, USA"
1388, USA,"Saint Xavier University, Chicago","Illinois, USA"
1389, USA,"Northeastern Illinois University, Chicago","Illinois, USA"
1390, USA,"University of Chicago Booth School of Business, Chicago","Illinois, USA"
1391, USA,"Columbia College Chicago, Chicago","Illinois, USA"
1392, USA,"Chicago State University, Chicago","Illinois, USA"
1393, USA,"School of Art Institute of Chicago, Chicago","Illinois, USA"
1394, USA,"North Park University, Chicago","Illinois, USA"
1395, USA,"John Marshall Law School, Chicago","Illinois, USA"
1396, USA,"Kendall College, Chicago","Illinois, USA"
1397, USA,"Keck Graduate Institute, Claremont","California, USA"
1398, USA,"Clarion University of Pennsylvania, Clarion","Pennsylvania, USA"
1399, USA,"Austin Peay State University, Clarksville","Tennessee, USA"
1400, USA,"Delta State University, Cleveland","Mississippi, USA"
1401, USA,"Lee University, Cleveland","Tennessee, USA"
1402, USA,"Columbia International University, Columbia","South Carolina, USA"
1403, USA,"Columbus State University, Columbus","Georgia, USA"
1404, USA,"Ohio Dominican University, Columbus","Ohio, USA"
1405, USA,"Franklin University, Columbus","Ohio, USA"
1406, USA,"University of Miami Online, Coral Gables","Florida, USA"
1407, USA,"Dallas Theological Seminary, Dallas","Texas, USA"
1408, USA,"Western Connecticut State University, Danbury","Connecticut, USA"
1409, USA,"University of Michigan, Dearborn","Michigan, USA"
1410, USA,"Metropolitan State University, Denver","Colorado, USA"
1411, USA,"Millennia Atlantic University, Doral","Florida, USA"
1412, USA,"Delaware State University, Dover","Delaware, USA"
1413, USA,"DeVry University, Naperville","Illinois, USA"
1414, USA,"University of Dubuque, Dubuque","Iowa, USA"
1415, USA,"North Carolina Central University, Durham","North Carolina, USA"
1416, USA,"New England Institute of Technology, Warwick","Rhode Island, USA"
1417, USA,"East Stroudsburg University, East Stroudsburg","Pennsylvania, USA"
1418, USA,"Edinboro University, Edinboro","Pennsylvania, USA"
1419, USA,"Oklahoma Christian University, Edmond","Oklahoma, USA"
1420, USA,"Salus University, Elkins Park","Pennsylvania, USA"
1421, USA,"Emporia State University, Emporia","Kansas, USA"
1422, USA,"Mercyhurst University, Erie","Pennsylvania, USA"
1423, USA,"University of Southern Indiana, Evansville","Indiana, USA"
1424, USA,"Fairfax University of America, Fairfax","Virginia, USA"
1425, USA,"Maharishi University of Management, Fairfield","Iowa, USA"
1426, USA,"Longwood University, Farmville","Virginia, USA"
1427, USA,"Fitchburg State University, Fitchburg","Massachusetts, USA"
1428, USA,"University of North Alabama, Florence","Alabama, USA"
1429, USA,"Francis Marion University, Florence","South Carolina, USA"
1430, USA,"Indiana University - Purdue University Fort Wayne, Fort Wayne","Indiana, USA"
1431, USA,"University of Saint Francis, Fort Wayne","Indiana, USA"
1432, USA,"Indiana Tech, Fort Wayne","Indiana, USA"
1433, USA,"Framingham State University, Framingham","Massachusetts, USA"
1434, USA,"Kentucky State University, Frankfort","Kentucky, USA"
1435, USA,"Dean College, Franklin County","Massachusetts, USA"
1436, USA,"Emmanuel College Boston, Boston","Massachusetts, USA"
1437, USA,"State University of New York Fredonia, Fredonia","New York, USA"
1438, USA,"Fresno Pacific University, Fresno","California, USA"
1439, USA,"Frostburg State University, Frostburg","Maryland, USA"
1440, USA,"Texas A&M University, Galveston","Texas, USA"
1441, USA,"Indiana University Northwest, Gary","Indiana, USA"
1442, USA,"College of DuPage, Glen Ellyn","Illinois, USA"
1443, USA,"Arcadia University, Glenside","Pennsylvania, USA"
1444, USA,"Colorado Mesa University, Grand Junction","Colorado, USA"
1445, USA,"Davenport University, Grand Rapids","Michigan, USA"
1446, USA,"Bard College at Simon's Rock, Great Barrington","Massachusetts, USA"
1447, USA,"Montana State University, Great Falls","Montana, USA"
1448, USA,"University of Wisconsin, Green Bay","Wisconsin, USA"
1449, USA,"Seton Hill University, Greensburg","Pennsylvania, USA"
1450, USA,"Bob Jones University, Greenville","South Carolina, USA"
1451, USA,"Purdue University - Northwest, Hammond","Indiana, USA"
1452, USA,"Montana State University - Northern, Havre","Montana, USA"
1453, USA,"Fort Hays State University, Hays","Kansas, USA"
1454, USA,"New England College, Henniker","New Hampshire, USA"
1455, USA,"Florida National University, Hialeah","Florida, USA"
1456, USA,"Hawaii Pacific University, Honolulu","Hawaii, USA"
1457, USA,"University of Houston - Downtown, Houston","Texas, USA"
1458, USA,"Houston Baptist University, Houston","Texas, USA"
1459, USA,"West Virginia State University, Institute","West Virginia, USA"
1460, USA,"Jacksonville University, Jacksonville","Florida, USA"
1461, USA,"Jacksonville State University, Jacksonville","Alabama, USA"
1462, USA,"University of Jamestown, Jamestown","North Dakota, USA"
1463, USA,"Saint Peter's University, Jersey City","New Jersey, USA"
1464, USA,"University of Kansas Medical Center, Kansas City","Kansas, USA"
1465, USA,"Avila University, Kansas City","Missouri, USA"
1466, USA,"University of Nebraska, Kearney","Nebraska, USA"
1467, USA,"University of Wisconsin - Parkside, Kenosha","Wisconsin, USA"
1468, USA,"Lake Washington Institute of Technology, Kirkland","Washington, USA"
1469, USA,"Indiana University Kokomo, Kokomo","Indiana, USA"
1470, USA,"Kutztown University, Kutztown","Pennsylvania, USA"
1471, USA,"Eastern Oregon University, La Grande","Oregon, USA"
1472, USA,"National University, La Jolla","California, USA"
1473, USA,"Saint Martin's University, Lacey","Washington, USA"
1474, USA,"McNeese State University, Lake Charles","Louisiana, USA"
1475, USA,"Florida Polytechnic University, Lakeland","Florida, USA"
1476, USA,"Texas A&M International University, Laredo","Texas, USA"
1477, USA,"New Mexico Highlands University, Las Vegas","Nevada, USA"
1478, USA,"St.  Andrews University, Laurinburg","North Carolina, USA"
1479, USA,"Cameron University, Lawton","Oklahoma, USA"
1480, USA,"Cumberland University, Lebanon","Tennessee, USA"
1481, USA,"Lewis - Clark State College, Lewiston","Idaho, USA"
1482, USA,"University of West Alabama, Livingston","Alabama, USA"
1483, USA,"Madonna University, Livonia","Michigan, USA"
1484, USA,"Bay Path University, Longmeadow","Massachusetts, USA"
1485, USA,"LeTourneau University, Longview","Texas, USA"
1486, USA,"Saint Francis University, Loretto","Pennsylvania, USA"
1487, USA,"Woodbury University, Burbank","California, USA"
1488, USA,"Dongguk University, Los Angeles","California, USA"
1489, USA,"Pacific States University, Los Angeles","California, USA"
1490, USA,"Southern California Institute of Architecture, Los Angeles","California, USA"
1491, USA,"DeVry University - California, Long Beach","California, USA"
1492, USA,"Sullivan University, Louisville","Kentucky, USA"
1493, USA,"Dakota State University, Madison","South Dakota, USA"
1494, USA,"Fairleigh Dickinson University, Madison","New Jersey, USA"
1495, USA,"Southern Arkansas University, Magnolia","Arkansas, USA"
1496, USA,"Southern New Hampshire University, Manchester","New Hampshire, USA"
1497, USA,"Fashion Institute of Technology, New York City","New York, USA"
1498, USA,"Northern Michigan University, Marquette","Michigan, USA"
1499, USA,"Southwest Minnesota State University, Marshall","Minnesota, USA"
1500, USA,"University of Tennessee Martin, Martin","Tennessee, USA"
1501, USA,"Northwest Missouri State University, Maryville","Missouri, USA"
1502, USA,"University of Wisconsin - Stout, Menomonie","Wisconsin, USA"
1503, USA,"Miami Dade College, Miami","Florida, USA"
1504, USA,"Atlantis University, Miami","Florida, USA"
1505, USA,"Midway University, Midway","Kentucky, USA"
1506, USA,"Walden University, Minneapolis","Minnesota, USA"
1507, USA,"Augsburg University, Minneapolis","Minnesota, USA"
1508, USA,"Minot State University, Minot","North Dakota, USA"
1509, USA,"Pfeiffer University, Misenheimer","North Carolina, USA"
1510, USA,"Western Oregon University, Monmouth","Oregon, USA"
1511, USA,"Middlebury Institute of International Studies at Monterey, Monterey","California, USA"
1512, USA,"Auburn University at Montgomery, Montgomery","Alabama, USA"
1513, USA,"Minnesota State University Moorhead, Moorhead","Minnesota, USA"
1514, USA,"Morehead State University, Morehead","Kentucky, USA"
1515, USA,"Clayton State University, Morrow","Georgia, USA"
1516, USA,"Stephen F. Austin State University, Nacogdoches","Texas, USA"
1517, USA,"Keller Graduate School of Management, Chicago","Illinois, USA"
1518, USA,"Central Connecticut State University, New Britain","Connecticut, USA"
1519, USA,"Muskingum University, New Concord","Ohio, USA"
1520, USA,"Southern University at New Orleans, New Orleans","Louisiana, USA"
1521, USA,"LIM College, New York City","New York, USA"
1522, USA,"Teachers College at Columbia University, New York City","New York, USA"
1523, USA,"School of Visual Arts, New York City","New York, USA"
1524, USA,"Salve Regina University, Newport","Rhode Island, USA"
1525, USA,"Lasell University, Newton","Massachusetts, USA"
1526, USA,"Norfolk State University, Norfolk","Virginia, USA"
1527, USA,"Kent State University Stark, North Canton","Ohio, USA"
1528, USA,"Manchester University, North Manchester","Indiana, USA"
1529, USA,"California College of the Arts, Oakland","California, USA"
1530, USA,"Holy Names University, Oakland","California, USA"
1531, USA,"University of Texas Permian Basin, Odessa","Texas, USA"
1532, USA,"New York Institute of Technology, New York City","New York, USA"
1533, USA,"Claflin University, Orangeburg","South Carolina, USA"
1534, USA,"South Carolina State University, Orangeburg","South Carolina, USA"
1535, USA,"State University of New York at Oswego, Oswego","New York, USA"
1536, USA,"Park University, Parkville","Missouri, USA"
1537, USA,"ArtCenter College of Design, Pasadena","California, USA"
1538, USA,"University of North Carolina, Pembroke","North Carolina, USA"
1539, USA,"Virginia State University, Petersburg","Virginia, USA"
1540, USA,"University of Sciences in Philadelphia, Philadelphia","Pennsylvania, USA"
1541, USA,"Curtis Institute of Music, Philadelphia","Pennsylvania, USA"
1542, USA,"Stevenson University, Owings Mills","Maryland, USA"
1543, USA,"Pittsburg State University, Pittsburg","Kansas, USA"
1544, USA,"Joseph M. Katz Graduate School of Business, University of Pittsburgh, Pittsburgh","Pennsylvania, USA"
1545, USA,"La Roche University, Pittsburgh","Pennsylvania, USA"
1546, USA,"University of Wisconsin, Platteville","Wisconsin, USA"
1547, USA,"State University of New York Plattsburgh, Plattsburgh","New York, USA"
1548, USA,"Plymouth State University, Plymouth","New Hampshire, USA"
1549, USA,"Eastern New Mexico University, Portales","New Mexico, USA"
1550, USA,"University of Southern Maine, Portland","Maine, USA"
1551, USA,"Shawnee State University, Portsmouth","Ohio, USA"
1552, USA,"State University of New York Potsdam, Potsdam","New York, USA"
1553, USA,"Johnson & Wales University, Providence","Rhode Island, USA"
1554, USA,"York College, Jamaica","New York, USA"
1555, USA,"Eastern Nazarene College, Quincy","Massachusetts, USA"
1556, USA,"Marymount California University, Rancho Palos Verdes","California, USA"
1557, USA,"National American University, Rapid City","South Dakota, USA"
1558, USA,"DigiPen Institute of Technology, Redmond","Washington, USA"
1559, USA,"University of Potomac, Washington","District Of Columbia, USA"
1560, USA,"Illinois Dominican University, River Forest","Illinois, USA"
1561, USA,"La Sierra University, Riverside","California, USA"
1562, USA,"California Baptist University, Riverside","California, USA"
1563, USA,"Winthrop University, Rock Hill","South Carolina, USA"
1564, USA,"Lewis University, Romeoville","Illinois, USA"
1565, USA,"Arkansas Tech University, Russellville","Arkansas, USA"
1566, USA,"Lindenwood University, Saint Charles","Missouri, USA"
1567, USA,"Dixie State University, Saint George","Utah, USA"
1568, USA,"Missouri Western State University, Saint Joseph","Missouri, USA"
1569, USA,"Concordia University - Saint Paul, Saint Paul","Minnesota, USA"
1570, USA,"Metropolitan State University, Saint Paul","Minnesota, USA"
1571, USA,"University of St. Thomas, Houston","Texas, USA"
1572, USA,"Salem State University, Salem","Massachusetts, USA"
1573, USA,"American National University, Salem","Virginia, USA"
1574, USA,"Salem University, Salem","West Virginia, USA"
1575, USA,"United States University, San Diego","California, USA"
1576, USA,"NewSchool of Architecture and Design, San Diego","California, USA"
1577, USA,"California Miramar University, San Diego","California, USA"
1578, USA,"University of California Hastings College of Law, San Francisco","California, USA"
1579, USA,"Academy of Art University, San Francisco","California, USA"
1580, USA,"California Institute of Integral Studies, San Francisco","California, USA"
1581, USA,"International Technological University, San Jose","California, USA"
1582, USA,"California State University, San Marcos","California, USA"
1583, USA,"Santa Monica College, Santa Monica","California, USA"
1584, USA,"University of South Florida - Sarasota-Manatee, Sarasota","Florida, USA"
1585, USA,"Lake Superior State University, Sault Ste Marie","Michigan, USA"
1586, USA,"Savannah State University, Savannah","Georgia, USA"
1587, USA,"Marywood University, Scranton","Pennsylvania, USA"
1588, USA,"California State University - Monterey Bay, Seaside","California, USA"
1589, USA,"City University of Seattle, Seattle","Washington, USA"
1590, USA,"Shepherd University, Shepherdstown","West Virginia, USA"
1591, USA,"Shippensburg University of Pennsylvania, Shippensburg","Pennsylvania, USA"
1592, USA,"Louisiana State University Shreveport, Shreveport","Louisiana, USA"
1593, USA,"Indiana University South Bend, South Bend","Indiana, USA"
1594, USA,"University of South Carolina - Upstate, Spartanburg","South Carolina, USA"
1595, USA,"Black Hills State University, Spearfish","South Dakota, USA"
1596, USA,"University of Illinois, Springfield","Illinois, USA"
1597, USA,"Drury University, Springfield","Missouri, USA"
1598, USA,"Eastern University, St. Davids","Pennsylvania, USA"
1599, USA,"North American University, Stafford","Texas, USA"
1600, USA,"University of Wisconsin, Stevens Point","Wisconsin, USA"
1601, USA,"Aquinas College, Grand Rapids","Michigan, USA"
1602, USA,"University of Washington, Tacoma","Washington, USA"
1603, USA,"Northeastern State University, Tahlequah","Oklahoma, USA"
1604, USA,"University of Advancing Technology, Tempe","Arizona, USA"
1605, USA,"Nicholls State University, Thibodaux","Louisiana, USA"
1606, USA,"Heidelberg University, Tiffin","Ohio, USA"
1607, USA,"Tiffin University, Tiffin","Ohio, USA"
1608, USA,"Washburn University, Topeka","Kansas, USA"
1609, USA,"Troy University, Troy","Alabama, USA"
1610, USA,"University of Tennessee Space Institute, Tullahoma","Tennessee, USA"
1611, USA,"Tuskegee University, Tuskegee","Alabama, USA"
1612, USA,"Saginaw Valley State University, University Center","Michigan, USA"
1613, USA,"Utica College, Utica","New York, USA"
1614, USA,"University of Houston, Victoria","Texas, USA"
1615, USA,"IGlobal University, Vienna","Virginia, USA"
1616, USA,"ECPI University, Richmond","Virginia, USA"
1617, USA,"University of Central Missouri, Warrensburg","Missouri, USA"
1618, USA,"Kogod School of Business, Washington","District Of Columbia, USA"
1619, USA,"University of the District of Columbia, Washington","District Of Columbia, USA"
1620, USA,"National Defense University, Washington","District Of Columbia, USA"
1621, USA,"William Paterson University of New Jersey, Wayne","New Jersey, USA"
1622, USA,"Wayne State College, Wayne","Nebraska, USA"
1623, USA,"Southwestern Oklahoma State University, Weatherford","Oklahoma, USA"
1624, USA,"University of New Haven, West Haven","Connecticut, USA"
1625, USA,"Monmouth University, West Long Branch","New Jersey, USA"
1626, USA,"Westfield State University, Westfield","Massachusetts, USA"
1627, USA,"Midwestern State University, Wichita Falls","Texas, USA"
1628, USA,"Pennsylvania College of Technology, Williamsport","Pennsylvania, USA"
1629, USA,"Goldey-Beacom College, Wilmington","Delaware, USA"
1630, USA,"Widener University-Delaware Law School, Wilmington","Delaware, USA"
1631, USA,"Winona State University, Winona","Minnesota, USA"
1632, USA,"Full Sail University, Winter Park","Florida, USA"
1633, USA,"Becker College, Worcester","Massachusetts, USA"
1634, USA,"Worcester State University, Worcester","Massachusetts, USA"
1635, USA,"York College of Pennsylvania, York","Nebraska, USA"
1636, USA,"Youngstown State University, Youngstown","Ohio, USA"
1637, USA,"Harvard Law School, Cambridge","Massachusetts, USA"
1638, USA,"College of Engineering, Carnegie Mellon University, Pittsburgh","Pennsylvania, USA"
1639, USA,"College of Fine Arts, Carnegie Mellon University, Pittsburgh","Pennsylvania, USA"
1640, USA,"Harvard Extension School, Cambridge","Massachusetts, USA"
1641, USA,"Harvard Kennedy School, Cambridge","Massachusetts, USA"
1642, USA,"Stanford Graduate School of Business, Stanford","California, USA"
1643, USA,"Harvard Business School, Boston","Massachusetts, USA"
1644, USA,"The Wharton School, Philadelphia","Pennsylvania, USA"
1645, USA,"MIT Sloan School of Management, Cambridge","Massachusetts, USA"
1646, USA,"Columbia Business School, New York City","New York, USA"
1647, USA,"Haas School of Business, Berkeley","California, USA"
1648, USA,"Yale School of Management, New Haven","Connecticut, USA"
1649, USA,"Kellogg School of Management, Evanston","Illinois, USA"
1650, USA,"Tuck School of Business, Hanover","New Hampshire, USA"
1651, USA,"The Fuqua School of Business, Durham","North Carolina, USA"
1652, USA,"Darden School of Business, Charlottesville","Virginia, USA"
1653, USA,"Stern School of Business, New York City","New York, USA"
1654, USA,"Anderson School of Management, Los Angeles","California, USA"
1655, USA,"Johnson Graduate School of Management, Ithaca","New York, USA"
1656, USA,"Ross School of Business, Ann Arbor","Michigan, USA"
1657, USA,"McDonough School of Business, Washington","District Of Columbia, USA"
1658, USA,"Tepper School of Business, Pittsburgh","Pennsylvania, USA"
1659, USA,"McCombs School of Business, Austin","Texas, USA"
1660, USA,"Goizueta Business School, Atlanta","Georgia, USA"
1661, USA,"Kelley School of Business, Bloomington","Indiana, USA"
1662, USA,"Marshall Business School, Los Angeles","California, USA"
1663, USA,"Foster School of Business, Seattle","Washington, USA"
1664, USA,"UNC Kenan-Flagler Business School, Chapel Hill","North Carolina, USA"
1665, USA,"Owen Graduate School of Management, Nashville","Tennessee, USA"
1666, USA,"Olin Business School, St. Louis","Missouri, USA"
1667, USA,"Mendoza College of Business, Notre Dame","Indiana, USA"
1668, USA,"Scheller College of Business, Atlanta","Georgia, USA"
1669, USA,"W. P. Carey School of Business, Tempe","Arizona, USA"
1670, USA,"Smeal College of Business, University Park","Pennsylvania, USA"
1671, USA,"Eli Broad College of Business, East Lansing","Michigan, USA"
1672, USA,"Questrom School of Business, Boston","Massachusetts, USA"
1673, USA,"Robert H. Smith School of Business, College Park","Maryland, USA"
1674, USA,"Krannert School of Management, West Lafayette","Indiana, USA"
1675, USA,"Wisconsin School of Business, Madison","Wisconsin, USA"
1676, USA,"Carlson School of Management, Minneapolis","Minnesota, USA"
1677, USA,"Simon Business School, Rochester","New York, USA"
1678, USA,"Fisher College of Business, Columbus","Ohio, USA"
1679, USA,"Cox School of Business, Dallas","Texas, USA"
1680, USA,"Mays Business School, College Station","Texas, USA"
1681, USA,"School of Business, University of Connecticut, Storrs","Connecticut, USA"
1682, USA,"Rutgers Business School, Piscataway","New Jersey, USA"
1683, USA,"Foisie Business School, Worcester","Massachusetts, USA"
1684, USA,"Gatton College of Business and Economics, Lexington","Kentucky, USA"
1685, USA,"College of Business, Oregon State University, Corvallis","Oregon, USA"
1686, USA,"Trulaske College of Business, University of Missouri, Columbia","Missouri, USA"
1687, USA,"Sam M. Walton College of Business, Fayetteville","Arkansas, USA"
1688, USA,"Coles College of Business, Kennesaw State University, Kennesaw","Georgia, USA"
1689, USA,"Zicklin School of Business, New York City","New York, USA"
1690, USA,"College of Business and Economics, Lehigh University, Bethlehem","Pennsylvania, USA"
1691, USA,"College of Business, University of Michigan-Dearborn, Dearborn","Michigan, USA"
1692, USA,"Hough Graduate School of Business, Gainesville","Florida, USA"
1693, USA,"Beacom School of Business, Vermillion","South Dakota, USA"
1694, USA,"College of Business, Albany State University, Albany","Georgia, USA"
1695, USA,"Fox School of Business and Management, Philadelphia","Pennsylvania, USA"
1696, USA,"Alfred Lerner College of Business and Economics, The University of Delaware, Newark","Delaware, USA"
1697, USA,"Rady School of Management, La Jolla","California, USA"
1698, USA,"Weatherhead School of Management, Cleveland","Ohio, USA"
1699, USA,"Darla Moore School of Business, Columbia","South Carolina, USA"
1700, USA,"Sawyer Business School, Boston","Massachusetts, USA"
1701, USA,"A. Gary Anderson Graduate School of Management, Riverside","California, USA"
1702, USA,"College of Business, Northern Illinois University, DeKalb","Illinois, USA"
1703, USA,"Muma College of Business, University of South Florida, Tampa","Florida, USA"
1704, USA,"Carroll School of Management, Chestnut Hill","Massachusetts, USA"
1705, USA,"Neeley School of Business, Fort Worth","Texas, USA"
1706, USA,"Haub School of Business, Philadelphia","Pennsylvania, USA"
1707, USA,"Masagung Graduate School of Management, San Francisco","California, USA"
1708, USA,"Tobin College of Business, Jamaica","New York, USA"
1709, USA,"Jack Welch Management Institute, Herndon","Virginia, USA"
1710, USA,"College of Business, University of Texas at Arlington, Arlington","Texas, USA"
1711, USA,"Saunders College of Business, Rochester","New York, USA"
1712, USA,"Miami Business School, Coral Gables","Florida, USA"
1713, USA,"School of Business, Wake Forest University, Winston-Salem","North Carolina, USA"
1714, USA,"Golden Gate University, San Francisco","California, USA"
1715, USA,"California State University-Dominguez Hills, Carson","California, USA"
1716, USA,"Concordia University Chicago, River Forest","Illinois, USA"
1717, USA,"Foothill College, Los Altos Hills","California, USA"
1718, USA,"Thomas College, Waterville","Maine, USA"
1719, USA,"New York University Tandon School of Engineering, Brooklyn","New York, USA"
1720, USA,"Nexford University, Washington","District Of Columbia, USA"
1721, USA,"Cornell Tech, Ithaca","New York, USA"
1722, USA,"Westcliff University, Irvine","California, USA"
1723, USA,"Herzing University, Milwaukee","Wisconsin, USA"
1724, France,"Sorbonne University, Paris","Ile-De-France, France"
1725, France,"Montpellier Business School, Montpellier","Occitania, France"
1726, France,"Sciences Po, Valence","Auvergne-Rhone-Alpes, France"
1727, France,"HEC Paris, Valence","Auvergne-Rhone-Alpes, France"
1728, France,"EDHEC Business School, Lille","Hauts-De-France, France"
1729, France,"Neoma Business School, Paris","Ile-De-France, France"
1730, France,"EMLYON Business School, Lyon","Auvergne-Rhone-Alpes, France"
1731, France,"KEDGE Business School, Talence","New Aquitaine, France"
1732, France,"Ecole Polytechnique, Valence","Auvergne-Rhone-Alpes, France"
1733, France,"Paris School of Business, Paris","Ile-De-France, France"
1734, France,"Rennes School of Business, Valence","Auvergne-Rhone-Alpes, France"
1735, France,"Audencia Business School, Valence","Auvergne-Rhone-Alpes, France"
1736, France,"IESEG School of Management, Lille","Hauts-De-France, France"
1737, France,"INSEAD Business School, Evry","Ile-De-France, France"
1738, France,"Skema Business School, Paris","Ile-De-France, France"
1739, France,"IDRAC Business School, Paris","Ile-De-France, France"
1740, Italy,"University of Bologna, Carpi","Basilicata, Italy"
1741, Italy,"Sapienza University of Rome, San Severo","Lazio, Italy"
1742, Italy,"Sant'Anna School of Advanced Studies, Pisa","Tuscany, Italy"
1743, Italy,"Politecnico Di Milano, Milan","Apulia, Italy"
1744, Italy,"Humanitas University, Pavia","Lombardy, Italy"
1745, Italy,"University of Milan, Milan","Apulia, Italy"
1746, Italy,"University of Pisa, Pisa","Tuscany, Italy"
1747, Italy,"Accademia Costume e Moda, Rome","Lazio, Italy"
1748, Italy,"IULM University, Milan","Apulia, Italy"
1749, Italy,"Milano Fashion Institute, Milan","Apulia, Italy"
1750, Italy,"ALMA, The International School of Italian Cuisine, Parma","Abruzzo, Italy"
1751, UAE,"Abu Dhabi University, Dubai","Dubai, UAE"
1752, UAE,"Khalifa University, Abu Dhabi","Abu Dhabi, UAE"
1753, UAE,"United Arab Emirates University, Al Ain","Abu Dhabi, UAE"
1754, UAE,"University of Sharjah, Sharjah","Sharjah, UAE"
1755, UAE,"Zayed University, Dubai","Dubai, UAE"
1756, UAE,"Amity University, Dubai","Dubai, UAE"
1757, UAE,"BITS Pilani, Dubai","Dubai, UAE"
1758, UAE,"University of Birmingham Dubai, Dubai","Dubai, UAE"
1759, UAE,"University of Wollongong Dubai, Dubai","Dubai, UAE"
1760, UAE,"Middlesex University Dubai, Dubai","Dubai, UAE"
1761, UAE,"Westford University College, Sharjah","Sharjah, UAE"
1762, UAE,"Manipal Academy of Higher Education, Dubai","Dubai, UAE"
1763, UAE,"IMT Business School Dubai, Dubai","Dubai, UAE"
1764, UAE,"Gulf Medical University, Ajman","Ajman, UAE"
1765, UAE,"De Montfort University, Dubai","Dubai, UAE"
1766, UAE,"University of Bolton, Al Qusaidat","Ras Al Khaimah, UAE"
