,Country,Universities Names,University Place,Tuition Fees
1012, USA,"Louisiana Tech University, Ruston","Louisiana, USA",₹3.36L/Yr
1013, USA,"Harding University, Searcy","Arkansas, USA",₹18.7L/Yr
1014, USA,"Abilene Christian University, Abilene","Texas, USA",₹34.86L/Yr
1015, USA,"Marymount University, Arlington","Virginia, USA",₹31.29L/Yr
1016, USA,"Andrews University, Berrien Springs","Michigan, USA",₹28.15L/Yr
1017, USA,"Campbell University, Buies Creek","North Carolina, USA",₹30.01L/Yr
1018, USA,"Saint Ambrose University, Davenport","Iowa, USA",₹28.99L/Yr
1019, USA,"Indiana University of Pennsylvania, Indiana","Pennsylvania, USA",₹13.3L/Yr
1020, USA,"East Tennessee State University, Johnson City","Tennessee, USA",₹26.04L/Yr
1021, USA,"Kean University, Union","New Jersey, USA",₹18.24L/Yr
1022, USA,"Southern Illinois University, Edwardsville","Illinois, USA",₹17.34L/Yr
1023, USA,"Augusta University, Augusta","Georgia, USA",₹16.96L/Yr
1024, USA,"Boise State University, Boise","Idaho, USA",₹23.23L/Yr
1025, USA,"Texas Woman's University, Denton","Texas, USA",₹32.84L/Yr
1026, USA,"University of Findlay, Findlay","Ohio, USA",₹44.26L/Yr
1027, USA,"Marshall University, Huntington","West Virginia, USA",₹17.42L/Yr
1028, USA,"Wichita State University, Wichita","Kansas, USA",₹15.81L/Yr
1029, USA,"Lesley University, Cambridge","Massachusetts, USA",₹28.14L/Yr
1030, USA,"Missouri State University, Springfield","Missouri, USA",₹16.87L/Yr
1031, USA,"Baker University, Baldwin City","Kansas, USA",₹11.52L/Yr
1032, USA,"Concordia University, Irvine","California, USA",₹32.65L/Yr
1033, USA,"University of Louisiana, Lafayette","Louisiana, USA",₹10.22L/Yr
1034, USA,"University of Northern Colorado, Greeley","Colorado, USA",₹24.51L/Yr
1035, USA,"University of Southern Mississippi, Hattiesburg","Mississippi, USA",₹11.05L/Yr
1036, USA,"Texas A&M University, Kingsville","Texas, USA",₹49.06L/Yr
1037, USA,"Walsh University, North Canton","Ohio, USA",₹9.79L/Yr
1038, USA,"Point Park University, Pittsburgh","Pennsylvania, USA",₹37.14L/Yr
1039, USA,"Eastern Kentucky University, Richmond","Kentucky, USA",₹17.24L/Yr
1040, USA,"Georgia Southern University, Savannah","Georgia, USA",₹29.04L/Yr
1041, USA,"University of Akron, Akron","Ohio, USA",₹18.31L/Yr
1042, USA,"Clark Atlanta University, Atlanta","Georgia, USA",₹21.02L/Yr
1043, USA,"Husson University, Bangor","Maine, USA",₹10.22L/Yr
1044, USA,"Western Kentucky University, Bowling Green","Kentucky, USA",₹22.9L/Yr
1045, USA,"Arkansas State University, Jonesboro","Arkansas, USA",₹14.76L/Yr
1046, USA,"University of Texas, Tyler","Texas, USA",₹27.57L/Yr
1047, USA,"Long Island University, Brooklyn","New York, USA",₹36.55L/Yr
1048, USA,"Mississippi College, Clinton","Mississippi, USA",₹12.56L/Yr
1049, USA,"Texas A&M University, Commerce","Texas, USA",₹28.51L/Yr
1050, USA,"University of Louisiana, Monroe","Louisiana, USA",₹15.4L/Yr
1051, USA,"University of Maryland - Eastern Shore, Princess Anne","Maryland, USA",₹15.52L/Yr
1052, USA,"Dominican University, San Rafael","California, USA",₹39.32L/Yr
1053, USA,"Regent University, Virginia Beach","Virginia, USA",₹14.65L/Yr
1054, USA,"Dallas Baptist University, Dallas","Texas, USA",₹27.1L/Yr
1055, USA,"Tarleton State University, Stephenville","Texas, USA",₹33.8L/Yr
1056, USA,"Wingate University, Wingate","North Carolina, USA",₹29.82L/Yr
1057, USA,"Eastern Michigan University, Ypsilanti","Michigan, USA",₹17.2L/Yr
1058, USA,"University of West Georgia, Carrollton","Georgia, USA",₹15.36L/Yr
1059, USA,"Northern Kentucky University, Highland Heights","Kentucky, USA",₹21.25L/Yr
1060, USA,"Palm Beach Atlantic University, West Palm Beach","Florida, USA",₹30.09L/Yr
1061, USA,"University of Bridgeport, Bridgeport","Connecticut, USA",₹26.83L/Yr
1062, USA,"Roosevelt University, Chicago","Illinois, USA",₹43.31L/Yr
1063, USA,"University of Michigan, Flint","Michigan, USA",₹48.71L/Yr
1064, USA,"University of Arkansas, Little Rock","Arkansas, USA",₹18.59L/Yr
1065, USA,"Saint Leo University, Saint Leo","Florida, USA",₹19.35L/Yr
1066, USA,"Alabama State University, Montgomery","Alabama, USA",₹14.76L/Yr
1067, USA,"Lamar University, Beaumont","Texas, USA",₹18.71L/Yr
1068, USA,"University of Mary Hardin Baylor, Belton","Texas, USA",₹20.42L/Yr
1069, USA,"University of Charleston, Charleston","West Virginia, USA",₹28.57L/Yr
1070, USA,"Colorado Technical University, Colorado Springs","Colorado, USA",₹36.38L/Yr
1071, USA,"University of Colorado, Colorado Springs","Colorado, USA",₹22.14L/Yr
1072, USA,"University of Central Arkansas, Conway","Arkansas, USA",₹22.9L/Yr
1073, USA,"Texas A&M University, Corpus Christi","Texas, USA",₹22.06L/Yr
1074, USA,"Wright State University, Dayton","Ohio, USA",₹21.92L/Yr
1075, USA,"Trinity International University, Deerfield","Illinois, USA",₹15.99L/Yr
1076, USA,"Texas Wesleyan University, Fort Worth","Texas, USA",₹32.1L/Yr
1077, USA,"Texas Southern University, Houston","Texas, USA",₹20.56L/Yr
1078, USA,"Purdue University Global, Indianapolis","Indiana, USA",₹9.43L/Yr
1079, USA,"Jackson State University, Jackson","Mississippi, USA",₹24.57L/Yr
1080, USA,"Kennesaw State University, Kennesaw","Georgia, USA",₹23.92L/Yr
1081, USA,"Southeastern University - Florida, Lakeland","Florida, USA",₹29.9L/Yr
1082, USA,"Liberty University, Lynchburg","Virginia, USA",₹18.87L/Yr
1083, USA,"Barry University, Miami Shores","Florida, USA",₹30.17L/Yr
1084, USA,"Tennessee State University, Nashville","Tennessee, USA",₹23.74L/Yr
1085, USA,"Wilmington University, New Castle","Delaware, USA",₹11.3L/Yr
1086, USA,"University of New Orleans, New Orleans","Louisiana, USA",₹29.89L/Yr
1087, USA,"Grand Canyon University, Phoenix","Arizona, USA",₹13.72L/Yr
1088, USA,"Idaho State University, Pocatello","Idaho, USA",₹24.69L/Yr
1089, USA,"Prairie View A&M University, Prairie View","Texas, USA",₹23.23L/Yr
1090, USA,"American International College, Springfield","Massachusetts, USA",₹17.26L/Yr
1091, USA,"Valdosta State University, Valdosta","Georgia, USA",₹17.13L/Yr
1092, USA,"University of California, San Francisco","California, USA",₹27.65L/Yr
1093, USA,"Rockefeller University, New York City","New York, USA",$0/YrLiving:
1094, USA,"University of Texas M. D. Anderson Cancer Center, Houston","Texas, USA",₹16.1L/Yr
1095, USA,"Icahn School of Medicine at Mount Sinai, New York City","New York, USA",₹36.8L/Yr
1096, USA,"Baylor College of Medicine, Houston","Texas, USA",₹31.51L/Yr
1097, USA,"University of Texas Health Science Center, Houston","Texas, USA",₹17.55L/Yr
1098, USA,"The Medical University of South Carolina, Charleston","South Carolina, USA",₹18.63L/Yr
1099, USA,"The Graduate Center City University of New York, New York City","New York, USA",₹21.34L/Yr
1100, USA,"University of Texas Health Science Center, San Antonio","Texas, USA",₹22.38L/Yr
1101, USA,"Rush University, Chicago","Illinois, USA",₹30.34L/Yr
1102, USA,"SUNY Downstate Medical Center, Brooklyn","New York, USA",₹21.91L/Yr
1103, USA,"Medical College of Wisconsin, Milwaukee","Wisconsin, USA",₹24.85L/Yr
1104, USA,"University of Nebraska Medical Center, Omaha","Nebraska, USA",₹25.87L/Yr
1105, USA,"Amherst College, Amherst","Massachusetts, USA",₹58.71L/Yr
1106, USA,"University of Maryland, Baltimore","Maryland, USA",₹42.05L/Yr
1107, USA,"University of South Florida, St. Petersburg","Florida, USA",₹14.05L/Yr
1108, USA,"Haverford College, Haverford","Pennsylvania, USA",₹58.22L/Yr
1109, USA,"University of Oklahoma Health Sciences Center, Oklahoma City","Oklahoma, USA",₹24.49L/Yr
1110, USA,"Claremont McKenna College, Claremont","California, USA",₹55.61L/Yr
1111, USA,"Bucknell University, Lewisburg","Pennsylvania, USA",₹54.33L/Yr
1112, USA,"Colgate University, Hamilton","New York, USA",₹58.43L/Yr
1113, USA,"Pomona College, Claremont","California, USA",₹56.15L/Yr
1114, USA,"Hunter College, New York City","New York, USA",₹16.73L/Yr
1115, USA,"Babson College, Wellesley","Massachusetts, USA",₹51.72L/Yr
1116, USA,"Manhattan College, Riverdale","New York, USA",₹38.41L/Yr
1117, USA,"Smith College, Northampton","Massachusetts, USA",₹53.16L/Yr
1118, USA,"University of Puerto Rico, Mayaguez","Puerto Rico, USA",₹7.48L/Yr
1119, USA,"College of Holy Cross, Worcester","Massachusetts, USA",₹52.32L/Yr
1120, USA,"Loma Linda University, Loma Linda","California, USA",₹48.53L/Yr
1121, USA,"New York Medical College, Valhalla","New York, USA",₹50.92L/Yr
1122, USA,"Bowdoin College, Brunswick","Maine, USA",₹55.57L/Yr
1123, USA,"California Polytechnic State University, San Luis Obispo","California, USA",₹13.06L/Yr
1124, USA,"Albany Medical College, Albany","New York, USA",₹24.12L/Yr
1125, USA,"California State University, Northridge","California, USA",₹8.82L/Yr
1126, USA,"San Jose State University, San Jose","California, USA",₹45.52L/Yr
1127, USA,"Carleton College, Northfield","Minnesota, USA",₹55.66L/Yr
1128, USA,"Grinnell College, Grinnell","Iowa, USA",₹57.78L/Yr
1129, USA,"Williams College, Williamstown","Massachusetts, USA",₹55.72L/Yr
1130, USA,"College of Business, California State University - Long Beach, Long Beach","California, USA",₹16.9L/Yr
1131, USA,"University of Minnesota- Duluth, Duluth","Minnesota, USA",₹34.3L/Yr
1132, USA,"Baruch College, New York City","New York, USA",₹20.2L/Yr
1133, USA,"Queens College, Queens","New York, USA",₹23.99L/Yr
1134, USA,"Trinity University, San Antonio","Texas, USA",₹41.52L/Yr
1135, USA,"Ohio Wesleyan University, Delaware","Ohio, USA",₹45.44L/Yr
1136, USA,"Claremont Graduate University, Claremont","California, USA",₹51.58L/Yr
1137, USA,"Brooklyn College, Brooklyn","New York, USA",₹18.58L/Yr
1138, USA,"Naval Postgraduate School, Monterey","California, USA",₹21.63L/Yr
1139, USA,"Appalachian State University, Boone","North Carolina, USA",₹22.13L/Yr
1140, USA,"South Dakota School of Mines & Technology, Rapid City","South Dakota, USA",₹14.04L/Yr
1141, USA,"Washington and Lee University, Lexington","Virginia, USA",₹56.65L/Yr
1142, USA,"California State University, Sacramento","California, USA",₹8.82L/Yr
1143, USA,"Hamilton College, Clinton","New York, USA",₹54.14L/Yr
1144, USA,"Towson University, Towson","Maryland, USA",₹52.71L/Yr
1145, USA,"Wellesley College, Wellesley","Massachusetts, USA",₹58.31L/Yr
1146, USA,"Embry-Riddle Aeronautical University, Daytona Beach","Florida, USA",₹12.16L/Yr
1147, USA,"University of Alaska, Anchorage","Alaska, USA",₹23.16L/Yr
1148, USA,"Drew University, Madison","New Jersey, USA",₹38.63L/Yr
1149, USA,"Kettering University, Flint","Michigan, USA",₹35.8L/Yr
1150, USA,"College of Staten Island, Staten Island","New York, USA",₹18.08L/Yr
1151, USA,"University of Richmond, Richmond","Virginia, USA",₹52.52L/Yr
1152, USA,"Reed College, Portland","Oregon, USA",₹59.39L/Yr
1153, USA,"Sonoma State University, Rohnert Park","California, USA",₹16.03L/Yr
1154, USA,"Harvey Mudd College, Claremont","California, USA",₹55.53L/Yr
1155, USA,"Middlebury College, Middlebury","Vermont, USA",₹48.22L/Yr
1156, USA,"Bates College, Lewiston","Maine, USA",₹55.96L/Yr
1157, USA,"Davidson College, Davidson","North Carolina, USA",₹51.95L/Yr
1158, USA,"Barnard College, New York City","New York, USA",₹56.88L/Yr
1159, USA,"Pitzer College, Claremont","California, USA",₹52.81L/Yr
1160, USA,"Lafayette College, Easton","Massachusetts, USA",₹51.97L/Yr
1161, USA,"Vassar College, Poughkeepsie","New York, USA",₹56.4L/Yr
1162, USA,"Kenyon College, Gambier","Ohio, USA",₹58.21L/Yr
1163, USA,"Colby College, Waterville","Maine, USA",₹72.86L/Yr
1164, USA,"Macalester College, Saint Paul","Minnesota, USA",₹57.34L/Yr
1165, USA,"Whitman College, Walla Walla","Washington, USA",₹51.96L/Yr
1166, USA,"Colorado College, Colorado Springs","Colorado, USA",₹61.48L/Yr
1167, USA,"Skidmore College, Saratoga Springs","New York, USA",₹53.97L/Yr
1168, USA,"Occidental College, Los Angeles","California, USA",₹54.83L/Yr
1169, USA,"Union College, Schenectady","New York, USA",₹44.49L/Yr
1170, USA,"Bentley University, Waltham","Massachusetts, USA",₹49.67L/Yr
1171, USA,"Rose-Hulman Institute of Technology, Terre Haute","Indiana, USA",₹46.99L/Yr
1172, USA,"Bryn Mawr College, Bryn Mawr","Pennsylvania, USA",₹51.34L/Yr
1173, USA,"Rhode Island School of Design, Providence","Rhode Island, USA",₹51.59L/Yr
1174, USA,"Dickinson College, Carlisle","Pennsylvania, USA",₹53.42L/Yr
1175, USA,"Furman University, Greenville","South Carolina, USA",₹46.7L/Yr
1176, USA,"Connecticut College, New London","Connecticut, USA",₹72.32L/Yr
1177, USA,"DePauw University, Greencastle","Indiana, USA",₹47.83L/Yr
1178, USA,"Mount Holyoke College, South Hadley","Massachusetts, USA",₹53.08L/Yr
1179, USA,"Gettysburg College, Gettysburg","Pennsylvania, USA",₹55.26L/Yr
1180, USA,"The College of New Jersey, Ewing Township","New Jersey, USA",₹17.22L/Yr
1181, USA,"Rhodes College, Memphis","Tennessee, USA",₹44.98L/Yr
1182, USA,"Denison University, Granville","Ohio, USA",₹53.24L/Yr
1183, USA,"Sarah Lawrence College, Bronxville","New York, USA",₹50.57L/Yr
1184, USA,"St. Lawrence University, Canton","New York, USA",₹52.78L/Yr
1185, USA,"Manhattan School of Music, New York City","New York, USA",₹45.75L/Yr
1186, USA,"Kalamazoo College, Kalamazoo","Michigan, USA",₹49.48L/Yr
1187, USA,"Providence College, Providence","Rhode Island, USA",₹49.77L/Yr
1188, USA,"Loyola University Maryland, Baltimore","Maryland, USA",₹43.01L/Yr
1189, USA,"Muhlenberg College, Allentown","Pennsylvania, USA",₹49.5L/Yr
1190, USA,"Lewis and Clark College, Portland","Oregon, USA",₹53.81L/Yr
1191, USA,"Marist College, Poughkeepsie","New York, USA",₹38.77L/Yr
1192, USA,"Lawrence University, Appleton","Wisconsin, USA",₹47.62L/Yr
1193, USA,"Hillsdale College, Hillsdale","Michigan, USA",₹25.6L/Yr
1194, USA,"University of St. Thomas, Saint Paul","Minnesota, USA",₹34.34L/Yr
1195, USA,"Bryant University, Smithfield","Rhode Island, USA",₹44.46L/Yr
1196, USA,"University of Mary Washington, Fredericksburg","Virginia, USA",₹23.3L/Yr
1197, USA,"Centre College, Danville","Kentucky, USA",₹41.8L/Yr
1198, USA,"Willamette University, Salem","Oregon, USA",₹44.9L/Yr
1199, USA,"Butler University, Indianapolis","Indiana, USA",₹36.15L/Yr
1200, USA,"University of Washington, Bothell","Washington, USA",₹11.62L/Yr
1201, USA,"Emerson College, Boston","Massachusetts, USA",₹43.24L/Yr
1202, USA,"Taylor University, Upland","Indiana, USA",₹33.08L/Yr
1203, USA,"Bard College, Annandale-On-Hudson","New York, USA",₹53.46L/Yr
1204, USA,"Truman State University, Kirksville","Missouri, USA",₹16.43L/Yr
1205, USA,"Illinois Wesleyan University, Bloomington","Illinois, USA",₹46.15L/Yr
1206, USA,"State University of New York at Geneseo, Geneseo","New York, USA",₹14.56L/Yr
1207, USA,"Cedarville University, Cedarville","Ohio, USA",₹30.96L/Yr
1208, USA,"University of Pacific, Stockton","California, USA",₹40.92L/Yr
1209, USA,"Rollins College, Winter Park","Florida, USA",₹49.13L/Yr
1210, USA,"Ithaca College, Ithaca","New York, USA",₹42.59L/Yr
1211, USA,"Hope College, Holland","Michigan, USA",₹35.77L/Yr
1212, USA,"The College of Wooster, Wooster","Ohio, USA",₹49.53L/Yr
1213, USA,"University of Scranton, Scranton","Pennsylvania, USA",₹39.05L/Yr
1214, USA,"California Lutheran University, Thousand Oaks","California, USA",₹39.94L/Yr
1215, USA,"Beloit College, Beloit","Wisconsin, USA",₹49.42L/Yr
1216, USA,"Rockhurst University, Kansas City","Missouri, USA",₹18.17L/Yr
1217, USA,"Point Loma Nazarene University, San Diego","California, USA",₹32.09L/Yr
1218, USA,"Calvin College, Grand Rapids","Michigan, USA",₹30.87L/Yr
1219, USA,"Christopher Newport University, Newport News","Virginia, USA",₹23.38L/Yr
1220, USA,"Juniata College, Huntingdon","Pennsylvania, USA",₹46.92L/Yr
1221, USA,"California State Polytechnic University, Pomona","California, USA",₹11.84L/Yr
1222, USA,"University of Redlands, Redlands","California, USA",₹47.05L/Yr
1223, USA,"University of Dallas, Irving","Texas, USA",₹44.37L/Yr
1224, USA,"Washington College, Chestertown","Maryland, USA",₹43.03L/Yr
1225, USA,"Massachusetts Maritime Academy, Buzzards Bay","Massachusetts, USA",₹15.51L/Yr
1226, USA,"Siena College, Loudonville","New York, USA",₹42.72L/Yr
1227, USA,"John Carroll University, University Heights","Ohio, USA",₹34.44L/Yr
1228, USA,"Messiah University, Mechanicsburg","Pennsylvania, USA",₹32.65L/Yr
1229, USA,"Ohio Northern University, Ada","Ohio, USA",₹30.71L/Yr
1230, USA,"Southwestern University, Georgetown","Texas, USA",₹44.48L/Yr
1231, USA,"University of Evansville, Evansville","Indiana, USA",₹35.63L/Yr
1232, USA,"Earlham College, Richmond","Indiana, USA",₹44.96L/Yr
1233, USA,"Milwaukee School of Engineering, Milwaukee","Wisconsin, USA",₹35.33L/Yr
1234, USA,"Pacific Lutheran University, Tacoma","Washington, USA",₹42.05L/Yr
1235, USA,"Pratt Institute, Brooklyn","New York, USA",₹48.9L/Yr
1236, USA,"Knox College, Galesburg","Illinois, USA",₹46.24L/Yr
1237, USA,"SUNY Maritime College, Bronx","New York, USA",₹27.31L/Yr
1238, USA,"California State University, Chico","California, USA",₹30.55L/Yr
1239, USA,"Wagner College, Staten Island","New York, USA",₹43.69L/Yr
1240, USA,"Ramapo College of New Jersey, Mahwah","New Jersey, USA",₹20.62L/Yr
1241, USA,"Westminster College Salt Lake City, Salt Lake City","Utah, USA",₹34.14L/Yr
1242, USA,"Mills College, Oakland","California, USA",₹51.25L/Yr
1243, USA,"Austin College, Sherman","Texas, USA",₹39.33L/Yr
1244, USA,"Allegheny College, Meadville","Pennsylvania, USA",₹47.14L/Yr
1245, USA,"State University of New York at New Paltz, New Paltz","New York, USA",₹12.53L/Yr
1246, USA,"Wentworth Institute of Technology, Boston","Massachusetts, USA",₹35.17L/Yr
1247, USA,"Millsaps College, Jackson","Mississippi, USA",₹33.54L/Yr
1248, USA,"John Brown University, Siloam Springs","Arkansas, USA",₹24.35L/Yr
1249, USA,"Salisbury University, Salisbury","Maryland, USA",₹18.92L/Yr
1250, USA,"Concordia College, Moorhead","Minnesota, USA",₹26.66L/Yr
1251, USA,"University of Wisconsin, Eau Claire","Wisconsin, USA",₹15.71L/Yr
1252, USA,"Hanover College, Hanover","Indiana, USA",₹36.49L/Yr
1253, USA,"Hampshire College, Amherst","Massachusetts, USA",₹48.4L/Yr
1254, USA,"University of Minnesota, Morris","Minnesota, USA",₹34.2L/Yr
1255, USA,"Roger Williams University, Bristol","Rhode Island, USA",₹32.35L/Yr
1256, USA,"Lebanon Valley College, Annville","Pennsylvania, USA",₹39.99L/Yr
1257, USA,"Assumption College, Worcester","Massachusetts, USA",₹37.44L/Yr
1258, USA,"Merrimack College, North Andover","Massachusetts, USA",₹16.94L/Yr
1259, USA,"Saint Edward's University, Austin","Texas, USA",₹41.46L/Yr
1260, USA,"Augustana College, Rock Island","Illinois, USA",₹40.69L/Yr
1261, USA,"Iona College, New Rochelle","New York, USA",₹36.2L/Yr
1262, USA,"Berry College, Mount Berry","Georgia, USA",₹33.03L/Yr
1263, USA,"Elizabethtown College, Elizabethtown","Pennsylvania, USA",₹30.08L/Yr
1264, USA,"Augustana University, Sioux Falls","South Dakota, USA",₹35.11L/Yr
1265, USA,"California Institute of the Arts, Valencia","California, USA",₹50.78L/Yr
1266, USA,"Linfield College, McMinnville","Oregon, USA",₹40.49L/Yr
1267, USA,"University of Northern Iowa, Cedar Falls","Iowa, USA",₹29.61L/Yr
1268, USA,"Brigham Young University - Idaho, Rexburg","Idaho, USA",₹8.82L/Yr
1269, USA,"Lake Forest College, Lake Forest","Illinois, USA",₹44.33L/Yr
1270, USA,"Albion College, Albion","Michigan, USA",₹46.64L/Yr
1271, USA,"High Point University, High Point","North Carolina, USA",₹37.43L/Yr
1272, USA,"Whittier College, Whittier","California, USA",₹41.94L/Yr
1273, USA,"University of Tampa, Tampa","Florida, USA",₹24.49L/Yr
1274, USA,"California State University - Stanislaus, Turlock","California, USA",₹5.78L/Yr
1275, USA,"Cornell College, Mount Vernon","Iowa, USA",₹42.56L/Yr
1276, USA,"Washington and Jefferson College, Washington","Pennsylvania, USA",₹22.96L/Yr
1277, USA,"Stetson University, DeLand","Florida, USA",₹46.27L/Yr
1278, USA,"Moravian College, Bethlehem","Pennsylvania, USA",₹35.81L/Yr
1279, USA,"Susquehanna University, Selinsgrove","Pennsylvania, USA",₹48.41L/Yr
1280, USA,"Hamline University, Saint Paul","Minnesota, USA",₹41.32L/Yr
1281, USA,"Berea College, Berea","Kentucky, USA",₹41.01L/Yr
1282, USA,"Saint Vincent College, Latrobe","Pennsylvania, USA",₹32.23L/Yr
1283, USA,"Spelman College, Atlanta","Georgia, USA",₹20.92L/Yr
1284, USA,"Wittenberg University, Springfield","Massachusetts, USA",₹35.84L/Yr
1285, USA,"Coe College, Cedar Rapids","Iowa, USA",₹44.27L/Yr
1286, USA,"Rider University, Lawrenceville","New Jersey, USA",₹32.08L/Yr
1287, USA,"Elmhurst College, Elmhurst","Illinois, USA",₹35.35L/Yr
1288, USA,"Lehman College, Bronx","New York, USA",₹17.08L/Yr
1289, USA,"University of North Carolina, Asheville","North Carolina, USA",₹20.42L/Yr
1290, USA,"Ashland University, Ashland","Ohio, USA",₹24.79L/Yr
1291, USA,"Lawrence Technological University, Southfield","Michigan, USA",₹35.09L/Yr
1292, USA,"University of North Georgia, Dahlonega","Georgia, USA",₹8.29L/Yr
1293, USA,"Webster University, Webster Groves","Missouri, USA",₹24.38L/Yr
1294, USA,"Christian Brothers University, Memphis","Tennessee, USA",₹26.45L/Yr
1295, USA,"Carroll University, Waukesha","Wisconsin, USA",₹35.33L/Yr
1296, USA,"Lynn University, Boca Raton","Florida, USA",₹30.69L/Yr
1297, USA,"Baldwin Wallace University, Berea","Ohio, USA",₹30.76L/Yr
1298, USA,"Otterbein University, Westerville","Ohio, USA",₹33.26L/Yr
1299, USA,"Queens University of Charlotte, Charlotte","North Carolina, USA",₹38.6L/Yr
1300, USA,"Minnesota State University Mankato, Mankato","Minnesota, USA",₹18.02L/Yr
1301, USA,"Ripon College, Ripon","Wisconsin, USA",₹42.55L/Yr
1302, USA,"St. Mary's University, San Antonio","Texas, USA",₹30.13L/Yr
1303, USA,"Illinois College, Jacksonville","Illinois, USA",₹30.67L/Yr
1304, USA,"Central Washington University, Ellensburg","Washington, USA",₹11.14L/Yr
1305, USA,"Hood College, Frederick","Maryland, USA",₹30.7L/Yr
1306, USA,"Fairleigh Dickinson University, Teaneck","New Jersey, USA",₹28.6L/Yr
1307, USA,"Benedictine University, Lisle","Illinois, USA",₹23.97L/Yr
1308, USA,"Hastings College, Hastings","Nebraska, USA",₹27.85L/Yr
1309, USA,"Bloomsburg University of Pennsylvania, Bloomsburg","Pennsylvania, USA",₹16.05L/Yr
1310, USA,"Oral Roberts University, Tulsa","Oklahoma, USA",₹30.44L/Yr
1311, USA,"Montana Tech, Butte","Montana, USA",₹20.34L/Yr
1312, USA,"Alfred University, Alfred","New York, USA",₹31.94L/Yr
1313, USA,"Alma College, Alma","Michigan, USA",₹39.23L/Yr
1314, USA,"Saint Cloud State University, St. Cloud","Minnesota, USA",₹16.25L/Yr
1315, USA,"Capital University, Columbus","Ohio, USA",₹32.95L/Yr
1316, USA,"Oglethorpe University, Atlanta","Georgia, USA",₹37.78L/Yr
1317, USA,"University of Mount Union, Alliance","Ohio, USA",₹28.32L/Yr
1318, USA,"Weber State University, Ogden","Utah, USA",₹16.65L/Yr
1319, USA,"Sweet Briar College, Sweet Briar","Virginia, USA",₹19.16L/Yr
1320, USA,"Southeastern Louisiana University, Hammond","Louisiana, USA",₹12.29L/Yr
1321, USA,"Murray State University, Murray","Kentucky, USA",₹15.1L/Yr
1322, USA,"Anderson University - Indiana, Anderson","Indiana, USA",₹29.64L/Yr
1323, USA,"University of West Florida, Pensacola","Florida, USA",₹17.81L/Yr
1324, USA,"St Francis College, Brooklyn","New York, USA",₹22.03L/Yr
1325, USA,"Elmira College, Elmira","New York, USA",₹13.09L/Yr
1326, USA,"Western Illinois University, Macomb","Illinois, USA",₹15.42L/Yr
1327, USA,"Fisk University, Nashville","Tennessee, USA",₹18.59L/Yr
1328, USA,"Morehouse College, Atlanta","Georgia, USA",₹22.37L/Yr
1329, USA,"Savannah College of Art and Design, Savannah","Georgia, USA",₹33.72L/Yr
1330, USA,"Northern State University, Aberdeen","South Dakota, USA",₹9.13L/Yr
1331, USA,"University of South Carolina, Aiken","South Carolina, USA",₹21.77L/Yr
1332, USA,"The College of Saint Rose, Albany","New York, USA",₹27.66L/Yr
1333, USA,"State University of New York Polytechnic Institute, Albany","New York, USA",₹19.71L/Yr
1334, USA,"Alfred State College, Alfred","New York, USA",₹9.7L/Yr
1335, USA,"Alcorn State University, Alcorn","Mississippi, USA",₹21.58L/Yr
1336, USA,"California Institute of Advanced Management, Alhambra","California, USA",₹19.96L/Yr
1337, USA,"Alliant International University, San Diego","California, USA",₹15.84L/Yr
1338, USA,"Soka University of America, Aliso Viejo","California, USA",₹29.38L/Yr
1339, USA,"California University of Management and Sciences, Anaheim","California, USA",₹8.11L/Yr
1340, USA,"Alaska Pacific University, Anchorage","Alaska, USA",₹16.1L/Yr
1341, USA,"Anderson University - South Carolina, Anderson","South Carolina, USA",₹24.93L/Yr
1342, USA,"Angelo State University, San Angelo","Texas, USA",₹21.25L/Yr
1343, USA,"Trine University, Angola","Indiana, USA",₹26.95L/Yr
1344, USA,"Henderson State University, Arkadelphia","Arkansas, USA",₹8.56L/Yr
1345, USA,"Southern Oregon University, Ashland","Oregon, USA",₹22.82L/Yr
1346, USA,"Concord University, Athens","West Virginia, USA",₹17.04L/Yr
1347, USA,"University of Georgia College of Engineering, Athens","Georgia, USA",₹21.09L/Yr
1348, USA,"Tennessee Wesleyan University, Athens","Tennessee, USA",₹22.56L/Yr
1349, USA,"Morehouse School of Medicine, Atlanta","Georgia, USA",₹15.97L/Yr
1350, USA,"Webber International University, Babson Park","Florida, USA",₹26.7L/Yr
1351, USA,"California State University, Bakersfield","California, USA",₹13.44L/Yr
1352, USA,"Bellevue University, Bellevue","Nebraska, USA",₹12.9L/Yr
1353, USA,"Bellevue College, Bellevue","Washington, USA",₹17.64L/Yr
1354, USA,"Bemidji State University, Bemidji","Minnesota, USA",₹8.96L/Yr
1355, USA,"Southern Nazarene University, Bethany","Oklahoma, USA",₹21.73L/Yr
1356, USA,"Endicott College, Beverly","Massachusetts, USA",₹33.97L/Yr
1357, USA,"Montana State University, Billings","Montana, USA",₹29L/Yr
1358, USA,"Bluffton University, Bluffton","Ohio, USA",₹29.53L/Yr
1359, USA,"Wheelock College of Education & Human Development, Boston","Massachusetts, USA",₹54.75L/Yr
1360, USA,"Boston Architectural College, Boston","Massachusetts, USA",₹22.34L/Yr
1361, USA,"Fisher College, Boston","Massachusetts, USA",₹30.07L/Yr
1362, USA,"Cambridge College, Boston","Massachusetts, USA",₹14.74L/Yr
1363, USA,"Naropa University, Boulder","Colorado, USA",₹29.95L/Yr
